Date,Tweets,clean_text
2021/4/14,@iamfabiano I?€?ll be holding off until Car Thing 2: Electric Boogaloo comes out,iamfabiano holding car thing electric boogaloo come
2021/4/14,@ValaAfshar @Tesla @elonmusk tl;dr: Electric car VERY good,valaafshar tesla elonmusk tl dr electric car good
2021/4/14,"@AmandaLeftCoast ""MIT graduate Eric Brende flipped the switch on technology. He and his wife ditched their car, electric stove, refrigerator, running water, and everything else motorized ...living in a remote community so primitive in its technology that even the Amish consider it antiquated.""",amandaleftcoast mit graduate eric brende flipped switch technology wife ditched car electric stove refrigerator running water everything else motorized living remote community primitive technology even amish consider antiquated
2021/4/14,RT @HydrogenCa: Kudos for the @Toyota Mirai from @Car_Advice https://t.co/T4MiK2bk1f,rt hydrogenca kudos toyota mirai car_advice http co mik bk f
2021/4/14,"????????? ????????? ?????? ????????? ?????????????????? ????????????????????€ ?????€ ??????????????€ ????????? ?????? ?????? ???????????? ?????? ?????€ ?????????????????? ?????????????????? ??????..
#COVID19 

https://t.co/Mfe2vcB9gk",covid http co mfe vcb gk
2021/4/14,@SABCNews Shut it down. No longer relevant ppl use the pep service to send and receive stuff. Take the budget and open a AI public entity tht will focus on electric car research or else ur plants in SA will have no orders in 2035,sabcnews shut longer relevant ppl use pep service send receive stuff take budget open ai public entity tht focus electric car research else ur plant sa order
2021/4/14,"RT @dorfman_baruch: Netherlands-based EV mobility has introduced a three-wheeled, fully-enclosed LEF electric vehicle for one passenger wit?€?",rt dorfman_baruch netherlands based ev mobility introduced three wheeled fully enclosed lef electric vehicle one passenger wit
2021/4/14,"RT @NorthBarService: Do you have an electric car? There engines have brushes that can wear out over time. Beginning at about 40,000 miles h?€?",rt northbarservice electric car engine brush wear time beginning mile h
2021/4/14,"BioloMix Electric Stand Mixer 
Buy Now For $ 97.00 
FREE Shipping
https://t.co/dLVBCTKCId
Tweet a friend who would love this!

AxesoStore The world of #accessories

#Mobile
#Fashion
#Car
#Gamers ???
#Gym 
#Swimming 
#Kitchen
#Pets https://t.co/DQSbFen5zT",biolomix electric stand mixer buy free shipping http co dlvbctkcid tweet friend would love axesostore world accessory mobile fashion car gamers gym swimming kitchen pet http co dqsbfen zt
2021/4/14,"@Equityoyo Y won't he buy electric car?He has given his constituency  sowing machines, cups of rice, okada, grinding machines while he nd his fam continue to enjoy d balance. Despite all his noise in d house, did he divulge his salary? No one is a saint, until he/she gets to d honey pot.",equityoyo buy electric car given constituency sowing machine cup rice okada grinding machine nd fam continue enjoy balance despite noise house divulge salary one saint get honey pot
2021/4/14,"@anandmahindra 
Your car company is collecting unauthorised money from customers. Your Bangalore dealer Sireesh Autos asks Rs. 2600 for registration and Rs
 7080 for incidental charges for D2 Verito electric car, when there is no tax&amp;regn is 1800. Why?",anandmahindra car company collecting unauthorised money customer bangalore dealer sireesh auto asks r registration r incidental charge verito electric car tax amp regn
2021/4/14,"RT @Republic_Bharat: UAE ??????????????? ?????? ???????????? ???????????? ?????€????????? ??????????????? ?????? ????????????, ??????????????? ????????? ?????€ ?????????????????????????????? ????????? ?????????; ??????????????? VIDEO

https://t.co/DF1q07MjnN",rt republic_bharat uae video http co df q mjnn
2021/4/14,"UAE ??????????????? ?????? ???????????? ???????????? ?????€????????? ??????????????? ?????? ????????????, ??????????????? ????????? ?????€ ?????????????????????????????? ????????? ?????????; ??????????????? VIDEO

https://t.co/DF1q07MjnN",uae video http co df q mjnn
2021/4/14,"RT @PerryFutures: This electric-powered, short-takeoff-and-landing airplane could give the Jetsons flying car a run for its money ... but i?€?",rt perryfutures electric powered short takeoff landing airplane could give jetsons flying car run money
2021/4/14,"RT @Rosoriodiaz: La #electromovilidad como herramienta para la recuperaci??n post-covid.????????

Espa??a apostar?? por el desarrollo de cadenas de?€?",rt rosoriodiaz la electromovilidad como herramienta para la recuperaci n post covid espa apostar por el desarrollo de cadenas de
2021/4/14,"RT @kamleshksingh: Reading text messages, any text message, while driving can be fatal. Hope she comes out of it quickly https://t.co/ITFna?€?",rt kamleshksingh reading text message text message driving fatal hope come quickly http co itfna
2021/4/14,So I decided for my first car (once my car gives out) I want a suv bc duh when I have kids in the future. Anywho I?€?m stuck between these 3 cars that I really like???? (the volvo is electric/gas which is cool....the Honda is cheap....and the model Y is a 7 seater) which do u like?,decided first car car give want suv bc duh kid future anywho stuck car really like volvo electric gas cool honda cheap model seater u like
2021/4/14,"Want.
My Dream Electric Car is Almost Here! https://t.co/uTTp5KiUyh via @YouTube",want dream electric car almost http co uttp kiuyh via youtube
2021/4/14,The environmental impact of producing and driving an electric car is greater than that of producing and driving a gas-powered vehicle. If you must drive a car make the environmentally-correct choice and keep on sucking that dinosaur sludge. https://t.co/3Oz5B3ItEi,environmental impact producing driving electric car greater producing driving gas powered vehicle must drive car make environmentally correct choice keep sucking dinosaur sludge http co oz b itei
2021/4/14,"@CNBCi Auto body parts , electric car frames and engines.",cnbci auto body part electric car frame engine
2021/4/14,"$5000 for an electric car. How cool is that? China?€?s Wuling has the potential to take over the world!

#ClimateAction #pollution #EV https://t.co/R0rd7Yaf9N",electric car cool china wuling potential take world climateaction pollution ev http co r rd yaf n
2021/4/14,"RT @copperlife: #China electric car startup Nio says its ET7 due next year is 1st with #selfdriving tech on 33 sensors, 11 imegapixel camer?€?",rt copperlife china electric car startup nio say et due next year st selfdriving tech sensor imegapixel camer
2021/4/14,"3000PSI Pressure Washer for $119!  

Pairs GREAT with a Foam Cannon for Car Washing, $16.88!  #Deal

 https://t.co/5eYek7bsIa https://t.co/bKPRdW7xYM",psi pressure washer pair great foam cannon car washing deal http co eyek bsia http co bkprdw xym
2021/4/14,RT @TiaCarrere: Anybody know the name of this cool new high performance electric car I saw at the mall? @casalacosta  and @spychick_6 you?€?r?€?,rt tiacarrere anybody know name cool new high performance electric car saw mall casalacosta spychick_ r
2021/4/14,"3000PSI Pressure Washer for $119!  
https://t.co/nBUJdpY5Zb    
     
Pairs GREAT with a Foam Cannon for Car Washing, $16.88! https://t.co/qCyBZkUcN0 https://t.co/r9Y3vFY0RX",psi pressure washer http co nbujdpy zb pair great foam cannon car washing http co qcybzkucn http co r vfy rx
2021/4/14,@GilbertBrooks All owned buy overseas companies now what it's the true British car now a taxi cab they are pushing electric too soon let it developed first India own lots in British lands triumph  Norton bet lots more stand up stop then taking ur brands away then back to India make their not uk,gilbertbrooks owned buy overseas company true british car taxi cab pushing electric soon let developed first india lot british land triumph norton bet lot stand stop taking ur brand away back india make uk
2021/4/14,"RT @DiceyPrince_: Elon Musk made an electric car, made a rocket and then flew that car to the moon in his rocket.
people are making trains?€?",rt diceyprince_ elon musk made electric car made rocket flew car moon rocket people making train
2021/4/14,@hvidtfeld https://t.co/KUhPNZsxVl,hvidtfeld http co kuhpnzsxvl
2021/4/14,Ben Murray-Bruce shows off his new electric car #wanitaxigo https://t.co/Esixuwhjnr https://t.co/ripIgGGqXn,ben murray bruce show new electric car wanitaxigo http co esixuwhjnr http co ripigggqxn
2021/4/14,"Reading text messages, any text message, while driving can be fatal. Hope she comes out of it quickly https://t.co/ITFnaRU3iT via @indiatoday",reading text message text message driving fatal hope come quickly http co itfnaru via indiatoday
2021/4/14,"#China electric car startup Nio says its ET7 due next year is 1st with #selfdriving tech on 33 sensors, 11 imegapixel cameras &amp; powerful processors https://t.co/ptyH4sOzfR #AutonomousVehicles #ElectricVehicles #mobility #technology #Cars https://t.co/PfNDNd0BoO",china electric car startup nio say et due next year st selfdriving tech sensor imegapixel camera amp powerful processor http co ptyh sozfr autonomousvehicles electricvehicles mobility technology car http co pfndnd boo
2021/4/14,"@elonmusk @Erdayastronaut @Tesla Hi mr elon, i have something for you, i have a schematic about a new way to recharge electric car, i called it charging independently, if can show it for you of course",elonmusk erdayastronaut tesla hi mr elon something schematic new way recharge electric car called charging independently show course
2021/4/14,"Reading this 
India past had untouchable called Caste now Disease 

Shocked after receiving Covid positive report, Kerala woman rams car into electric post - Coronavirus Outbreak News https://t.co/yWDz16XvEa",reading india past untouchable called caste disease shocked receiving covid positive report kerala woman ram car electric post coronavirus outbreak news http co ywdz xvea
2021/4/14,Huawei invests in self-driving and electric car tech it says surpasses Tesla https://t.co/JYpFC11i0z,huawei invests self driving electric car tech say surpasses tesla http co jypfc z
2021/4/14,"//""Where's mah goddam Electric Car"" https://t.co/2lBRYNmcaj",mah goddam electric car http co lbrynmcaj
2021/4/14,"Elon Musk made an electric car, made a rocket and then flew that car to the moon in his rocket.
people are making trains that operate at the speed of light, but a girl almost winding her arm off to make palm oil is romantic ????; something she should able to do by pushing a button.",elon musk made electric car made rocket flew car moon rocket people making train operate speed light girl almost winding arm make palm oil romantic something able pushing button
2021/4/14,"@jimboeheim2 @JoeBlystone22 He?€?s was too busy removing the bureaucracy and red tap in cities to get factory jobs back and running. Lordstown built a power plant, an electric car plant and a battery plant. Even though his out those places are still pouring out jobs. #Ohiojobs #Blystone2022, #Trump2024.",jimboeheim joeblystone busy removing bureaucracy red tap city get factory job back running lordstown built power plant electric car plant battery plant even though place still pouring job ohiojobs blystone trump
2021/4/14,Huawei invests in self-driving and electric car tech it says surpasses Tesla https://t.co/jseksQhHYd https://t.co/RFnYC8TdUH,huawei invests self driving electric car tech say surpasses tesla http co jseksqhhyd http co rfnyc tduh
2021/4/14,"Some fool people say electric car is a solution for the pollution but making of ???? is consuming lots of lithium and lithium is more dangerous than air pollution because of lithium spread a soil pollution and for charging electric car also use petroleum products.
#ElectricVehicle https://t.co/SXsPJQUYqV",fool people say electric car solution pollution making consuming lot lithium lithium dangerous air pollution lithium spread soil pollution charging electric car also use petroleum product electricvehicle http co sxspjquyqv
2021/4/14,RT @lionel_trolling: Yeah yeah yeah electric car UBI crypto currency memes NFT hyperloop outer-space just get me the hell out of here https?€?,rt lionel_trolling yeah yeah yeah electric car ubi crypto currency meme nft hyperloop outer space get hell http
2021/4/14,"@BMWi Thank you! It?€?s actually several things about the i4 that electrified me, but the two big ones are no rare earth metals in the electric motor and the striking design. My first car was a BMW and I will always have a love for the ultimate driving machine ??????????????",bmwi thank actually several thing electrified two big one rare earth metal electric motor striking design first car bmw always love ultimate driving machine
2021/4/14,"#FortSmith, Our #ClubCar limited slip shims can be installed in 1997-2013 Gas units as well as Club Car Electric units with Type K Transaxles. https://t.co/YHUdlguBPx",fortsmith clubcar limited slip shim installed gas unit well club car electric unit type k transaxles http co yhudlgubpx
2021/4/14,"Suggestion for electric cars: 

1 / I suggest making a lot of batteries that are all charged at the same time, so that each battery gives energy to the car for the longest possible distance, and whenever the car?€?s electricity is discharged, a pre-charged battery is placed.",suggestion electric car suggest making lot battery charged time battery give energy car longest possible distance whenever car electricity discharged pre charged battery placed
2021/4/14,"RT @LGovment: @Tamzilla_52 Other songs I've been practicing lately:

Electric piano part of Gino Vinnelli's 'Living Inside Myself'

Keyboar?€?",rt lgovment tamzilla_ song practicing lately electric piano part gino vinnelli living inside keyboar
2021/4/14,"I'm saving up to buy a new car this year, and I'm gonna go electric with it if I can!! I'm really excited to have a goal like this now that I've -finally- gotten my debts paid.",saving buy new car year gonna go electric really excited goal like finally gotten debt paid
2021/4/14,"@Tamzilla_52 Other songs I've been practicing lately:

Electric piano part of Gino Vinnelli's 'Living Inside Myself'

Keyboard parts to the Car's 'Bye Bye Love'",tamzilla_ song practicing lately electric piano part gino vinnelli living inside keyboard part car bye bye love
2021/4/14,"The injured woman had to stay on the road for over an hour as ambulances were not ready to take her to the hospital
#Kerala #Kollam 

https://t.co/d148NzasZr",injured woman stay road hour ambulance ready take hospital kerala kollam http co nzaszr
2021/4/14,The $4000 Electric Car Dominating China https://t.co/GOsupFeOyr via @YouTube,electric car dominating china http co gosupfeoyr via youtube
2021/4/14,"France is offering car owners ???2500 (US$3k) to trade in their cars for an electric bike.

?€?For the first time, it?€?s recognized that the solution is not to make cars greener, but simply to reduce their number.?€?

???€
https://t.co/vPMCJEPYBS",france offering car owner u k trade car electric bike first time recognized solution make car greener simply reduce number http co vpmcjepybs
2021/4/14,"Geely is considering raising about $1 billion to help expand its iconic British sports and racing automotive business Lotus Cars into the electric vehicles market in China, according to sources https://t.co/GIliP6lDxJ via @markets @BloombergDeals",geely considering raising billion help expand iconic british sport racing automotive business lotus car electric vehicle market china according source http co gilip ldxj via market bloombergdeals
2021/4/14,@NohBodhi @elonmusk Did everyone forget he controls the largest electric car manufacturer in the world.  You all are trying to talk Climate change. ????,nohbodhi elonmusk everyone forget control largest electric car manufacturer world trying talk climate change
2021/4/14,"@mcuban @dogecoin @dallasmavsshop You'd think all of these billionaires enchanted by cryptocurrencies would think they could develop their own currencies where the mining would be done by using their businesses' platform: website, app, electric car, etc.",mcuban dogecoin dallasmavsshop think billionaire enchanted cryptocurrencies would think could develop currency mining would done using business platform website app electric car etc
2021/4/14,"@1Rahgirl @kainagata If you have an old car you want to get rid of, you can get $1050 towards an electric bike. https://t.co/2Vs60q0wvT",rahgirl kainagata old car want get rid get towards electric bike http co v q wvt
2021/4/14,"Me: ?€?Yeah, so I ain?€?t getting the covid vaccine...?€?

Them: ?€?So yOu?€?Re aNti-VaX...?!?€?
_____________________________

B*tch! If don?€?t invest in an electric car, does that make me an anti-environmentalist?! ????
Jeez, people...????

#CovidVaccine #JohnsonandJohnson #PfizerVaccine #COVID",yeah getting covid vaccine anti vax _____________________________ b tch invest electric car make anti environmentalist jeez people covidvaccine johnsonandjohnson pfizervaccine covid
2021/4/14,Can we have a librem 5 of electric cars? Privacy respecting electric car in an increasingly data mining economy. Or have option in current EVs to buy a privacy package to opt out of data sharing of any kind and have full control over it like software updates etc. Questions?,librem electric car privacy respecting electric car increasingly data mining economy option current ev buy privacy package opt data sharing kind full control like software update etc question
2021/4/14,"The woman panicked after she got to know her #COVID19 test result and eventually lost control of the vehicle.
#Kerala #Kollam #ITCard 

More details: https://t.co/Jz3I8AAK5a https://t.co/nIK7Za1HP2",woman panicked got know covid test result eventually lost control vehicle kerala kollam itcard detail http co jz aak http co nik za hp
2021/4/14,"@LamarrWilson Live off it long as possible. I would pay off bills, get a used electric car or a longer rage electric scooter, buy small bit of land DIY a tiny home. Put some away and invest to help take care of my mom and me in the future.",lamarrwilson live long possible would pay bill get used electric car longer rage electric scooter buy small bit land diy tiny home put away invest help take care mom future
2021/4/14,"RT @CurieuxExplorer: #Electric bubble car ???? 

???? @Impressivthings

@PawlowskiMario @enricomolinari @Nicochan33 @Dahl_Consult @FrRonconi @tec?€?",rt curieuxexplorer electric bubble car impressivthings pawlowskimario enricomolinari nicochan dahl_consult frronconi tec
2021/4/14,1/12 RC Car 4WD Remote Control Vehicle 2.4Ghz Electric M-onster Buggy Off-Road https://t.co/jQykhHCaNn eBay https://t.co/VGvK1x8cit,rc car wd remote control vehicle ghz electric onster buggy road http co jqykhhcann ebay http co vgvk x cit
2021/4/14,"RT @FatKidDeals: 3000PSI Pressure Washer for $119!  
https://t.co/nBUJdpY5Zb   
    
Pairs GREAT with a Foam Cannon for Car Washing, $16.88?€?",rt fatkiddeals psi pressure washer http co nbujdpy zb pair great foam cannon car washing
2021/4/14,"3000PSI Pressure Washer for $119!  

Pairs GREAT with a Foam Cannon for Car Washing, $16.88!  #Deal

 https://t.co/5eYek7bsIa https://t.co/FkcD3UoSsB",psi pressure washer pair great foam cannon car washing deal http co eyek bsia http co fkcd uossb
2021/4/14,"3000PSI Pressure Washer for $119!  
https://t.co/nBUJdpY5Zb   
    
Pairs GREAT with a Foam Cannon for Car Washing, $16.88! https://t.co/qCyBZkUcN0 https://t.co/vh2j6VHQxh",psi pressure washer http co nbujdpy zb pair great foam cannon car washing http co qcybzkucn http co vh j vhqxh
2021/4/14,"Next thing should be vehicle buy-backs programs. Putting the cars to use in municipally-run neighbourhood-level car share programs that is integrated into public transit payment system.
https://t.co/TI0hBMouWn",next thing vehicle buy back program putting car use municipally run neighbourhood level car share program integrated public transit payment system http co ti hbmouwn
2021/4/14,"@ziddybones just drive an electric car dude, mining lithium for batteries is totally green and eco-friendly",ziddybones drive electric car dude mining lithium battery totally green eco friendly
2021/4/14,RT @UBS: We think that by 2040 every new car sold in the world could be 100% electric. Can conventional auto makers profitably participate?€?,rt ubs think every new car sold world could electric conventional auto maker profitably participate
2021/4/14,@Yankees Today also I bought a Tesla electric car. https://t.co/HJOz0nFqKY,yankee today also bought tesla electric car http co hjoz nfqky
2021/4/14,"RT @AppleMaven: The launch of the #AppleCar has become ever more likely. The @AppleMaven looks at @jimcramer's  top picks in the EV space,?€?",rt applemaven launch applecar become ever likely applemaven look jimcramer top pick ev space
2021/4/14,@JustZadok @becketts_back Do you also want to throw car batteries into the ocean to help charge the electric eels?,justzadok becketts_back also want throw car battery ocean help charge electric eel
2021/4/14,"Papa, you need to call Xi ASAP. 

$TSLA

https://t.co/o1n5WiAAn4",papa need call xi asap tsla http co n wiaan
2021/4/14,RT @SCMPTech: Huawei invests in self-driving and electric car tech it says surpasses Tesla https://t.co/034JUwwQjm,rt scmptech huawei invests self driving electric car tech say surpasses tesla http co juwwqjm
2021/4/14,Huawei invests in self-driving and electric car tech it says surpasses Tesla https://t.co/034JUwwQjm,huawei invests self driving electric car tech say surpasses tesla http co juwwqjm
2021/4/14,@depressicaxo @ACSfessions cost me less a day on my electric car????????,depressicaxo acsfessions cost le day electric car
2021/4/14,"#Huawei said on Apr. 12 it will step up investment in autonomous driving technologies, including software and intelligent car components. It is now partnering with Beijing-headquartered car manufacturer #BAIC to jointly develop cars for latter's premium electric car brand Arcfox. https://t.co/lASNmDB3Qj",huawei said apr step investment autonomous driving technology including software intelligent car component partnering beijing headquartered car manufacturer baic jointly develop car latter premium electric car brand arcfox http co lasnmdb qj
2021/4/14,"Consumers warm up to EVs but remain wary of price, survey says: https://t.co/vzPZtQAnGO https://t.co/V6aeMLmI2C",consumer warm ev remain wary price survey say http co vzpztqango http co v aemlmi c
2021/4/14,"Will a petrol/diesel car ban improve Australia's emissions? Last week Infrastructure Victoria detailed a potential roadmap to transition our vehicles to electric and includes an ICE car ban. 
Find out what this means ????
https://t.co/J23LcFwf8z https://t.co/lpt4HKWtKr",petrol diesel car ban improve australia emission last week infrastructure victoria detailed potential roadmap transition vehicle electric includes ice car ban find mean http co j lcfwf z http co lpt hkwtkr
2021/4/14,"@alexbozikovic @Toon_Dreessen Many new modern houses also have the front car dominated by cars; wealth required to buy a new house comes also with large, expensive cars (electric is not relevant in this case)",alexbozikovic toon_dreessen many new modern house also front car dominated car wealth required buy new house come also large expensive car electric relevant case
2021/4/14,"@BrentToderian A similar program in Finland, although the rebate can be used also for an electric car or a transit pass. Most people however have opted for an electric bike so far. https://t.co/iKpaHit6tJ",brenttoderian similar program finland although rebate used also electric car transit pas people however opted electric bike far http co ikpahit tj
2021/4/14,"@TheDEWLine @DavidLarter But isn?€?t charging an electric car way cheaper than filling up a gas tank, tax or no tax?",thedewline davidlarter charging electric car way cheaper filling gas tank tax tax
2021/4/14,I'll get a electric car for my hypothetical family. But ya boi's toys will always be gas cars.,get electric car hypothetical family ya boi toy always gas car
2021/4/14,"@MXC_Exchange @Tesla I like the tesla electric car, and I like the tesla boss's wisdom. I'll start with what I have, the smallest ones, and I believe I'll have a tesla electric car next year. #BSCXHeroes",mxc_exchange tesla like tesla electric car like tesla bos wisdom start smallest one believe tesla electric car next year bscxheroes
2021/4/14,"The Venice Heritage Foundation @veniceheritage launches a fundraising campaign to restore a Pacific Electric Red Car trolley and create a museum of local history (great idea!). Chip in, volunteer or help spread the word: https://t.co/fPSGswzVwF via @esotouric https://t.co/VGCTMqzGSx",venice heritage foundation veniceheritage launch fundraising campaign restore pacific electric red car trolley create museum local history great idea chip volunteer help spread word http co fpsgswzvwf via esotouric http co vgctmqzgsx
2021/4/14,Electric Cars are TOXIC To Southeast TEXANS.. / ANY PLACE where Hurricanes &amp; Tornados Visit!   ..... https://t.co/RVjCVj1Aak,electric car toxic southeast texan place hurricane amp tornado visit http co rvjcvj aak
2021/4/14,"@Vonstaad @rabidotter1996 @Grummz More like

""Wouldn't buying your own electric car boost sales""",vonstaad rabidotter grummz like buying electric car boost sale
2021/4/14,"WOW ?€? France is offering car owners the chance to trade aging vehicles for ???2500 euro ($2975) toward the purchase of an electric bike.

?€?For the first time, it?€?s recognized that the solution is not to make cars greener, but simply to reduce their number.?€? https://t.co/ZGFA2MkSSy",wow france offering car owner chance trade aging vehicle euro toward purchase electric bike first time recognized solution make car greener simply reduce number http co zgfa mkssy
2021/4/14,The US gov is not giving up those lithium mines in Afghanistan if every car company is supposed to switch to electric vehicles by 2030 https://t.co/B8woPlDIUY,u gov giving lithium mine afghanistan every car company supposed switch electric vehicle http co b wopldiuy
2021/4/14,"@NoHolyScripture @markoftheD The tyrannical state of middle east has dark future unless they reform as per the need of the time.
Hope the alternative of oil would be invented asap and electric car becomes a norm.",noholyscripture markofthed tyrannical state middle east dark future unless reform per need time hope alternative oil would invented asap electric car becomes norm
2021/4/14,"@prestonblock @ReginaldMadiso4 @jazz_inmypants My dad's car is still like 10+ years old, and he somehow has electric windows that work when the cars off and keeps mocking my windows",prestonblock reginaldmadiso jazz_inmypants dad car still like year old somehow electric window work car keep mocking window
2021/4/14,"RT @eau_de_me: Lamborghini 12 V Licensed Electric Kids Riding Car 
??? $ 371.48. 
??? https://t.co/XrQEQ2acCp #crypto #competition https://t.co?€?",rt eau_de_me lamborghini v licensed electric kid riding car http co xrqeq accp crypto competition http co
2021/4/14,RT @Brotendo5: Fuck prom who wanna throw car batteries into the ocean with me to recharge the electric eels,rt brotendo fuck prom wanna throw car battery ocean recharge electric eel
2021/4/14,RT @evway: A Truly Awful Dealership Electric Car Horror Story https://t.co/WKvnyOvn7N,rt evway truly awful dealership electric car horror story http co wkvnyovn n
2021/4/14,"@rabidotter1996 @Grummz You just made my evening. 
""Mr. Musk, wouldn't you agree that creating an electric car would boost your sales at Tesla?""",rabidotter grummz made evening mr musk agree creating electric car would boost sale tesla
2021/4/14,Huawei invests in self-driving and electric car tech it says surpasses Tesla https://t.co/myxUQsapFR,huawei invests self driving electric car tech say surpasses tesla http co myxuqsapfr
2021/4/14,RT @business: Geely is considering raising about $1 billion to help expand its iconic British sports and racing automotive business Lotus C?€?,rt business geely considering raising billion help expand iconic british sport racing automotive business lotus c
2021/4/14,RT @CarExpertAus: Toyota Australia has announced a comprehensive lease program for its second-generation Mirai hydrogen fuel-cell electric?€?,rt carexpertaus toyota australia announced comprehensive lease program second generation mirai hydrogen fuel cell electric
2021/4/14,Tamiya RC Special Plan Product No.114 1/10 Electric RC Car Audi A4 Quattro Tour https://t.co/tBoMUGYF98 eBay,tamiya rc special plan product electric rc car audi quattro tour http co tbomugyf ebay
2021/4/14,https://t.co/9vRRdjBBLI the $4000 electric car,http co vrrdjbbli electric car
2021/4/14,"@Dodge @DodgeBot1 I want this as a dream car so bad. But unfortunately. I live in a gerneration of school. Where my future is electric, and that I will never hear a rawr of a v8 in the future especially one that screams supercharger ????",dodge dodgebot want dream car bad unfortunately live gerneration school future electric never hear rawr v future especially one scream supercharger
2021/4/14,"Toyota Australia has announced a comprehensive lease program for its second-generation Mirai hydrogen fuel-cell electric vehicle (FCEV) as it prepares to scale up its zero-emission fleet beyond hybrids?????????? #Future #Sustainability #EV #Toyota #CarExpert 
https://t.co/8BODokOQqh",toyota australia announced comprehensive lease program second generation mirai hydrogen fuel cell electric vehicle fcev prepares scale zero emission fleet beyond hybrid future sustainability ev toyota carexpert http co bodokoqqh
2021/4/14,RT @whatsinside: My Dream Electric Car is Almost Here! https://t.co/5YdEqYw53J https://t.co/8n6WydkX2t,rt whatsinside dream electric car almost http co ydeqyw j http co n wydkx
2021/4/14,@ggreeneva Well there are some other GM electric models coming down the line. Bolt is a good car right now.  We lost by a handful of votes at VW two years ago unfortunately so going to be a bu before that becomes a reality.,ggreeneva well gm electric model coming line bolt good car right lost handful vote vw two year ago unfortunately going bu becomes reality
2021/4/14,"@Ready_Northwest Same question for any car.  All gas stations use electric pumps.  Doesn't matter if you have gas or electric.... in fact, some electrics get better mileage than many gas/diesel vehicles.",ready_northwest question car gas station use electric pump matter gas electric fact electric get better mileage many gas diesel vehicle
2021/4/14,"3000PSI Pressure Washer for $119! 

Pairs GREAT with a Foam Cannon for Car Washing, $16.88!  #Deal

 https://t.co/5eYek7bsIa https://t.co/BSEExvTJak",psi pressure washer pair great foam cannon car washing deal http co eyek bsia http co bseexvtjak
2021/4/14,"3000PSI Pressure Washer for $119! 
https://t.co/nBUJdpY5Zb  
      
Pairs GREAT with a Foam Cannon for Car Washing, $16.88! https://t.co/qCyBZkUcN0 https://t.co/F51Sq5PyKZ",psi pressure washer http co nbujdpy zb pair great foam cannon car washing http co qcybzkucn http co f sq pykz
2021/4/14,RT @cleantechnica: A Truly Awful Dealership Electric Car Horror??Story https://t.co/TZ5EllBMSL,rt cleantechnica truly awful dealership electric car horror story http co tz ellbmsl
2021/4/14,@dubbleotrippleo @28delayslater I actually like the Spark electric. Cool grocery store car.,dubbleotrippleo delayslater actually like spark electric cool grocery store car
2021/4/14,"Lamborghini 12 V Licensed Electric Kids Riding Car 
??? $ 371.48. 
??? https://t.co/XrQEQ2acCp #crypto #competition https://t.co/atXX4wBUBr",lamborghini v licensed electric kid riding car http co xrqeq accp crypto competition http co atxx wbubr
2021/4/14,"@Ready_Northwest Yes, same. I really started thinking this through after Texas and I was surprised at how functional an electric car would be.

I did the math to see if I could charge my car with our small solar-powered charger over a few days but that was (unsurprisingly) a no-go. ????",ready_northwest yes really started thinking texas surprised functional electric car would math see could charge car small solar powered charger day unsurprisingly go
2021/4/14,"RT @KyivPost: Starting this summer, Ukrainian customers will be able to buy Nissan LEAFs from a reliable source that provides an official w?€?",rt kyivpost starting summer ukrainian customer able buy nissan leaf reliable source provides official w
2021/4/14,Fuck prom who wanna throw car batteries into the ocean with me to recharge the electric eels,fuck prom wanna throw car battery ocean recharge electric eel
2021/4/14,"@Ready_Northwest Sure. And there are human factors like if you start out with a full gas tank, but my car happens to be close to empty, the gas car will be far better off, and vice versa.

I'm not advocating for an electric car mandate or anything, just answering your question! ????",ready_northwest sure human factor like start full gas tank car happens close empty gas car far better vice versa advocating electric car mandate anything answering question
2021/4/14,"Toyota?€?s first electric crossover since the RAV4 EV went out of production in '14 will be unveiled at the Shanghai motor show on April 18???????? #Toyota #Ev #ToyotaRAV4 #RAV4 #ToyotaRAV4 #Sustainability #EV #Auto #Australia #Tech #Engineering #Cars #CarExpert
https://t.co/8F1C99v2bj",toyota first electric crossover since rav ev went production unveiled shanghai motor show april toyota ev toyotarav rav toyotarav sustainability ev auto australia tech engineering car carexpert http co f c v bj
2021/4/14,"RT @Reuters: Built by Dutch students, 'Luca' is an electric car made entirely from plastics fished out of the ocean, recycled plastic bottl?€?",rt reuters built dutch student luca electric car made entirely plastic fished ocean recycled plastic bottl
2021/4/14,"@TheHillEvents @thehill @RichardTrumka @RepBobbyRush @RepGarretGraves @SecretaryJewell @MayorGallego What about all the billions of electric batteries, and the rare metals that are needed for the manufacturing of electric car batteries.  Did you know that we have an extremely limited availability of supply, and the demand will soon be greater than the supply.",thehillevents thehill richardtrumka repbobbyrush repgarretgraves secretaryjewell mayorgallego billion electric battery rare metal needed manufacturing electric car battery know extremely limited availability supply demand soon greater supply
2021/4/14,"Polestar 2 electric car gets update with cheaper and longer range options, heat pump, and more https://t.co/ywmuaVCh6Q",polestar electric car get update cheaper longer range option heat pump http co ywmuavch q
2021/4/14,"Who makes bank on ""infrastructural"" electric car charging stations? #millionaires https://t.co/ok0lndknZF",make bank infrastructural electric car charging station millionaire http co ok lndknzf
